ID,X_in_mm,Y_in_mm
157,86.81904222139042,194.78995654273305
158,80.80331482951624,194.6316479271574
159,74.78758743764206,194.6316479271574
160,68.93016866134352,194.47333931158173
161,62.914441269469336,194.6316479271574
162,57.057022493170805,194.47333931158173
163,51.04129510129661,194.3150306960061
164,45.02556770942243,194.47333931158173
165,39.00984031754825,194.47333931158173
166,32.83580431009844,194.6316479271574
167,26.978385533799894,194.6316479271574
168,20.80434952635008,194.6316479271574
169,14.946930750051536,194.47333931158173
171,80.80331482951624,209.9875836379941
172,74.78758743764206,209.82927502241847
173,68.77186004576788,209.67096640684284
174,63.07274988504497,209.5126577912672
175,56.898713877595156,209.5126577912672
176,50.88298648572098,209.67096640684284
177,45.02556770942243,209.5126577912672
178,38.85153170197262,209.5126577912672
179,32.83580431009844,209.5126577912672
180,26.82007691822426,209.67096640684284
181,20.962658141925715,209.5126577912672
182,14.7886221344759,209.5126577912672
185,75.10420466879334,224.71028488652829
186,68.93016866134352,224.71028488652829
187,62.914441269469336,224.86859350210392
188,57.057022493170805,225.02690211767955
189,50.88298648572098,224.86859350210392
190,44.8672590938468,224.55197627095265
191,38.85153170197262,224.71028488652829
192,32.994112925674074,224.71028488652829
193,26.978385533799894,224.71028488652829
194,20.80434952635008,224.86859350210392
195,14.946930750051536,224.86859350210392
199,67.50539112116279,233.41725874318828
200,62.43951542274243,235.31696213009596
201,56.74040526201952,240.066220597365
202,51.04129510129661,239.74960336621373
203,45.02556770942243,239.59129475063813
204,38.85153170197262,239.74960336621373
205,33.15242154124971,239.4329861350625
206,26.978385533799894,239.59129475063813
207,22.070818450955173,236.42512243912535
208,17.47986859926172,233.41725874318828
