ID,X_in_mm,Y_in_mm
96,32.9314901358902,119.43505552873012
97,38.94721752776438,119.43505552873012
98,44.804636304062925,119.43505552873012
99,50.97867231151274,119.11843829757885
100,56.99439970338692,119.11843829757885
101,63.0101270952611,119.27674691315448
105,9.026889183969114,134.47437400841557
106,15.042616575843294,134.47437400841557
107,20.90003535214184,134.6326826239912
108,26.915762744016018,134.47437400841557
109,32.9314901358902,134.1577567772643
110,38.788908912188745,134.31606539283993
111,44.804636304062925,134.1577567772643
112,50.820363695937104,134.31606539283993
113,56.67778247223565,134.31606539283993
114,62.85181847968546,134.1577567772643
115,68.86754587155964,133.99944816168866
118,8.86858056839348,149.67200110367665
119,14.884307960267659,149.67200110367665
120,21.058343967717473,149.67200110367665
121,26.915762744016018,149.35538387252538
122,32.773181520314566,149.35538387252538
123,38.788908912188745,149.35538387252538
124,44.64632768848729,149.35538387252538
125,50.66205508036147,149.35538387252538
126,56.83609108781128,149.51369248810101
127,62.69350986410983,149.35538387252538
128,68.86754587155964,149.51369248810101
129,74.88327326343382,149.51369248810101
131,8.86858056839348,164.55301096778646
132,14.884307960267659,164.55301096778646
133,20.741726736566203,164.2363937366352
134,26.757454128440383,164.55301096778646
135,32.773181520314566,164.7113195833621
136,38.788908912188745,164.2363937366352
137,44.804636304062925,164.55301096778646
138,50.66205508036147,164.39470235221083
139,56.83609108781128,164.2363937366352
140,62.69350986410983,164.39470235221083
141,68.86754587155964,164.55301096778646
142,74.72496464785819,164.55301096778646
143,80.74069203973237,164.55301096778646
144,9.026889183969114,179.5923294474719
145,14.725999344692024,179.27571221632064
146,20.90003535214184,179.5923294474719
147,26.757454128440383,179.43402083189628
148,32.773181520314566,179.43402083189628
149,38.94721752776438,179.43402083189628
150,44.804636304062925,179.43402083189628
151,50.820363695937104,179.43402083189628
152,56.67778247223565,179.5923294474719
153,62.85181847968546,179.5923294474719
154,68.86754587155964,179.5923294474719
155,74.72496464785819,179.43402083189628
156,80.74069203973237,179.5923294474719
157,8.86858056839348,194.78995654273302
158,14.884307960267659,194.6316479271574
159,20.90003535214184,194.6316479271574
160,26.757454128440383,194.47333931158175
161,32.773181520314566,194.6316479271574
162,38.630600296613096,194.47333931158175
163,44.64632768848729,194.31503069600612
164,50.66205508036147,194.47333931158175
165,56.67778247223565,194.47333931158175
166,62.85181847968546,194.6316479271574
167,68.70923725598401,194.6316479271574
168,74.88327326343382,194.6316479271574
169,80.74069203973237,194.47333931158175
171,14.884307960267659,209.9875836379941
172,20.90003535214184,209.82927502241847
173,26.915762744016018,209.67096640684284
174,32.61487290473893,209.5126577912672
175,38.788908912188745,209.5126577912672
176,44.804636304062925,209.67096640684284
177,50.66205508036147,209.5126577912672
178,56.83609108781128,209.5126577912672
179,62.85181847968546,209.5126577912672
180,68.86754587155964,209.67096640684284
181,74.72496464785819,209.5126577912672
182,80.899000655308,209.5126577912672
185,20.58341812099056,224.71028488652829
186,26.757454128440383,224.71028488652829
187,32.773181520314566,224.86859350210392
188,38.630600296613096,225.02690211767955
189,44.804636304062925,224.86859350210392
190,50.820363695937104,224.55197627095265
191,56.83609108781128,224.71028488652829
192,62.69350986410983,224.71028488652829
193,68.70923725598401,224.71028488652829
194,74.88327326343382,224.86859350210392
195,80.74069203973237,224.86859350210392
199,28.18223166862111,233.41725874318828
200,33.24810736704147,235.31696213009593
201,38.94721752776438,240.066220597365
202,44.64632768848729,239.74960336621373
203,50.66205508036147,239.59129475063813
204,56.83609108781128,239.74960336621373
205,62.53520124853419,239.43298613506246
206,68.70923725598401,239.59129475063813
207,73.61680433882873,236.42512243912537
208,78.20775419052218,233.41725874318828
